ID,Program_Area,Program_Name,Fiscal_Year,Activity_Code,Grant_Number,Grantee_Name,State,County,Congressional_District,Grantee_Class,Awardee_Amount,Grantee_Contact_Details
2357,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2020,T76,T76MC00004,University of North Carolina at Chapel Hill,NC,Orange,NC-04,Other,547250,"104 Airport Dr Ste 2200  Chapel Hill, NC 27599-5023 "
2358,Maternal and Child Health,MCH Workforce Centers,2020,UE7,UE7MC26282,University of North Carolina at Chapel Hill,NC,Orange,NC-04,Other,1740000,"104 Airport Dr Ste 2200  Chapel Hill, NC 27599-5023 "
2359,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00068,"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE, THE",NC,Robeson,NC-09,U.S. Government Entity,1144121,"1 University Rd  Pembroke, NC 28372-8699 "
2360,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC31691,Family Resource Center South Atlantic,NC,Wake,NC-04,"Corporate Entity, Federal Tax Exempt",96750,"3825 Barrett Dr Ste 104  Raleigh, NC 27609-7221 "
2361,Maternal and Child Health,State Maternal Health Innovation Program,2020,U7A,U7AMC33712,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,1982076,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2362,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39705,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,3494645,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2363,Maternal and Child Health,Pediatric Mental Health Care Access Program,2020,U4C,U4CMC32315,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,445000,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2364,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program,2020,UK3,UK3MC32240,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,650000,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2365,Maternal and Child Health,Maternal and Child Health Services,2020,B04,B04MC33857,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,17512041,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2366,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC00043,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,245000,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2367,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00088,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,1144121,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2368,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06732,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,128514,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2369,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC00037,"Health & Human Services, North Carolina Department Of",NC,Wake,NC-04,U.S. Government Entity,87606,"2025 Mail Service Ctr  Raleigh, NC 27699-2000 "
2370,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39706,PREVENT CHILD ABUSE NORTH DAKOTA,ND,Burleigh,ND-00,Other,1,"418 E Broadway Ave Ste 246  Bismarck, ND 58501-4061 "
2371,Maternal and Child Health,Pediatric Mental Health Care Access Program,2020,U4C,U4CMC32325,"HEALTH, NORTH DAKOTA DEPARTMENT OF",ND,Burleigh,ND-00,U.S. Government Entity,445000,"600 E Boulevard Ave Dept 301  Bismarck, ND 58505-0602 "
2372,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC00038,"HEALTH, NORTH DAKOTA DEPARTMENT OF",ND,Burleigh,ND-00,U.S. Government Entity,100000,"600 E Boulevard Ave Dept 301  Bismarck, ND 58505-0602 "
2373,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06698,"HEALTH, NORTH DAKOTA DEPARTMENT OF",ND,Burleigh,ND-00,U.S. Government Entity,130000,"600 E Boulevard Ave Dept 301  Bismarck, ND 58505-0602 "
2374,Maternal and Child Health,Maternal and Child Health Services,2020,B04,B04MC33858,"HEALTH, NORTH DAKOTA DEPARTMENT OF",ND,Burleigh,ND-00,U.S. Government Entity,1748881,"600 E Boulevard Ave Dept 301  Bismarck, ND 58505-0602 "
2375,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC07992,"FAMILY VOICES OF NORTH DAKOTA, INC.",ND,LaMoure,ND-00,"Corporate Entity, Federal Tax Exempt",96750,"312 2nd Ave  Edgeley, ND 58433-7106 "
2376,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC00028,Minot State University,ND,Ward,ND-00,U.S. Government Entity,243952,"500 University Ave W  Minot, ND 58707-0001 "
2377,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC30523,COMMONWEALTH HEALTHCARE CORPO RATION,MP,Saipan,MP-98,U.S. Government Entity,215408,"Navy Hill Rd  Saipan, MP 96950 "
2378,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39707,COMMONWEALTH HEALTHCARE CORPO RATION,MP,Saipan,MP-98,U.S. Government Entity,867026,"Navy Hill Rd  Saipan, MP 96950 "
2379,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC32237,COMMONWEALTH HEALTHCARE CORPO RATION,MP,Saipan,MP-98,U.S. Government Entity,96750,"Navy Hill Rd  Saipan, MP 96950 "
2380,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06695,DEPARTMENT OF FIRE AND EMERGE NCY MEDICAL SERVICES,MP,Saipan,MP-98,U.S. Government Entity,68074,"STATION 1 TEKKEN DR CIVIC CEN TER SUSUPE  Saipan, MP 96950 "
2381,Maternal and Child Health,Maternal and Child Health Services,2020,B04,B04MC33859,COMMONWEALTH HEALTHCARE CORPO RATION,MP,Saipan,MP-98,U.S. Government Entity,465091,"Navy Hill Rd  Saipan, MP 96950 "
2382,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC30112,COMMONWEALTH HEALTHCARE CORPO RATION,MP,Saipan,MP-98,U.S. Government Entity,50000,"Navy Hill Rd  Saipan, MP 96950 "
2383,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy,2020,H98,H98MC26260,"Cleveland Clinic Foundation, The",OH,Cuyahoga,OH-11,"Corporate Entity, Federal Tax Exempt",416000,"9500 Euclid Ave  Cleveland, OH 44195-0001 "
2384,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00082,"CLEVELAND, CITY OF",OH,Cuyahoga,OH-11,U.S. Government Entity,1081411,"75 Erieview Plz Fl 2  Cleveland, OH 44114-1839 "
2385,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2020,R40,R40MC37541,RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,OH,Franklin,OH-03,"Corporate Entity, Federal Tax Exempt",99996,"700 Childrens Dr  Columbus, OH 43205-2664 "
2386,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN),2020,U03,U03MC28844,RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,OH,Franklin,OH-03,"Corporate Entity, Federal Tax Exempt",699889,"700 Childrens Dr  Columbus, OH 43205-2664 "
2387,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC00039,"Health, Ohio Department of",OH,Franklin,OH-03,U.S. Government Entity,100000,"246 N High St  Columbus, OH 43215-2406 "
2388,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC00029,"Health, Ohio Department of",OH,Franklin,OH-03,U.S. Government Entity,245000,"246 N High St  Columbus, OH 43215-2406 "
2389,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2020,T73,T73MC24481,"OHIO STATE UNIVERSITY, THE",OH,Franklin,OH-03,U.S. Government Entity,800000,"1960 Kenny Rd  Columbus, OH 43210-1016 "
2390,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39708,"Health, Ohio Department of",OH,Franklin,OH-03,U.S. Government Entity,7511473,"246 N High St  Columbus, OH 43215-2406 "
2391,Maternal and Child Health,State Maternal Health Innovation Program,2020,U7A,U7AMC33716,"Health, Ohio Department of",OH,Franklin,OH-03,U.S. Government Entity,2010055,"246 N High St  Columbus, OH 43215-2406 "
2392,Maternal and Child Health,Maternal and Child Health Services,2020,B04,B04MC33860,"Health, Ohio Department of",OH,Franklin,OH-03,U.S. Government Entity,22065962,"246 N High St  Columbus, OH 43215-2406 "
2393,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06699,"PUBLIC SAFETY, OHIO DEPARTMENT OF",OH,Franklin,OH-03,U.S. Government Entity,130000,"1970 W Broad St Fl 5  Columbus, OH 43223-1102 "
2394,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00028,"COLUMBUS, CITY OF",OH,Franklin,OH-03,U.S. Government Entity,1144121,"240 Parsons Ave  Columbus, OH 43215-5331 "
2395,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN),2020,U03,U03MC22684,CHILDREN'S HOSPITAL MEDICAL CENTER,OH,Hamilton,OH-01,"Corporate Entity, Federal Tax Exempt",699946,"3333 Burnet Ave  Cincinnati, OH 45229-3026 "
2396,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC28443,CHILDREN'S HOSPITAL MEDICAL CENTER,OH,Hamilton,OH-01,"Corporate Entity, Federal Tax Exempt",96750,"3333 Burnet Ave  Cincinnati, OH 45229-3026 "
2397,Maternal and Child Health,Sickle Cell Treatment Demonstration Program,2020,U1E,U1EMC27863,CHILDREN'S HOSPITAL MEDICAL CENTER,OH,Hamilton,OH-01,"Corporate Entity, Federal Tax Exempt",760750,"3333 Burnet Ave  Cincinnati, OH 45229-3026 "
2398,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC27823,CHILDREN'S HOSPITAL MEDICAL CENTER,OH,Hamilton,OH-01,"Corporate Entity, Federal Tax Exempt",1144121,"3333 Burnet Ave  Cincinnati, OH 45229-3026 "
2399,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2020,T73,T73MC00032,UNIVERSITY OF CINCINNATI,OH,Hamilton,OH-01,U.S. Government Entity,799999,"2600 Clifton Ave  Cincinnati, OH 45220-2872 "
2400,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC27825,"LUCAS, COUNTY OF",OH,Lucas,OH-09,U.S. Government Entity,1144121,"635 N Erie St  Toledo, OH 43604-5317 "
2401,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC27824,Five Rivers Health Centers,OH,Montgomery,OH-10,"Corporate Entity, Federal Tax Exempt",1144121,"2261 Philadelphia Dr Ste 200  Dayton, OH 45406-1814 "
2402,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC27826,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC.",OK,Choctaw,OK-02,"Corporate Entity, Federal Tax Exempt",1144121,"209 N 4th St  Hugo, OK 74743-3809 "
2403,Maternal and Child Health,Early Childhood Comprehensive Systems Impact,2020,H25,H25MC30343,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC.",OK,Choctaw,OK-02,"Corporate Entity, Federal Tax Exempt",426600,"209 N 4th St  Hugo, OK 74743-3809 "
2404,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC09368,"Oklahoma Family Network, Inc.",OK,Oklahoma,OK-05,"Corporate Entity, Federal Tax Exempt",96750,"800 NE 15th St Ste 316  Oklahoma City, OK 73104-4602 "
2405,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00125,Community Health Centers Inc.,OK,Oklahoma,OK-05,"Corporate Entity, Federal Tax Exempt",1144121,"12716 NE 36th St  Spencer, OK 73084-9167 "
2406,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC00051,"Health Department, Oklahoma State",OK,Oklahoma,OK-05,U.S. Government Entity,245000,"123 Robert S Kerr Ave Ste 1702  Oklahoma City, OK 73102-6406 "
2407,Maternal and Child Health,Maternal and Child Health Services,2020,B04,B04MC33861,"Health Department, Oklahoma State",OK,Oklahoma,OK-05,U.S. Government Entity,7215434,"123 Robert S Kerr Ave Ste 1702  Oklahoma City, OK 73102-6406 "
2408,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39709,"Health Department, Oklahoma State",OK,Oklahoma,OK-05,U.S. Government Entity,6819819,"123 Robert S Kerr Ave Ste 1702  Oklahoma City, OK 73102-6406 "
2409,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC00040,"Health Department, Oklahoma State",OK,Oklahoma,OK-05,U.S. Government Entity,96733,"123 Robert S Kerr Ave Ste 1702  Oklahoma City, OK 73102-6406 "
2410,Maternal and Child Health,State Maternal Health Innovation Program,2020,U7A,U7AMC33713,"Health Department, Oklahoma State",OK,Oklahoma,OK-05,U.S. Government Entity,2010055,"123 Robert S Kerr Ave Ste 1702  Oklahoma City, OK 73102-6406 "
2411,Maternal and Child Health,Newborn Screening State Evaluation Program,2020,E16,E16MC33247,"Health Department, Oklahoma State",OK,Oklahoma,OK-05,U.S. Government Entity,150000,"123 Robert S Kerr Ave Ste 1702  Oklahoma City, OK 73102-6406 "
2412,Maternal and Child Health,Regional Genetics Networks,2020,UH7,UH7MC35353,UNIVERSITY OF OKLAHOMA,OK,Oklahoma,OK-05,U.S. Government Entity,599397,"865 Research Pkwy Ste 530  Oklahoma City, OK 73104-3609 "
2413,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06689,UNIVERSITY OF OKLAHOMA,OK,Oklahoma,OK-05,U.S. Government Entity,130000,"865 Research Pkwy Ste 530  Oklahoma City, OK 73104-3609 "
2414,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2020,T73,T73MC00033,UNIVERSITY OF OKLAHOMA,OK,Oklahoma,OK-05,U.S. Government Entity,698479,"865 Research Pkwy Ste 530  Oklahoma City, OK 73104-3609 "
2415,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2020,H17,H17MC29436,COMMUNITY SERVICE COUNCIL OF GREATER TULSA,OK,Tulsa,OK-01,"Corporate Entity, Federal Tax Exempt",50000,"16 E 16th St Ste 202  Tulsa, OK 74119-4402 "
2416,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC27806,COMMUNITY SERVICE COUNCIL OF GREATER TULSA,OK,Tulsa,OK-01,"Corporate Entity, Federal Tax Exempt",1144121,"16 E 16th St Ste 202  Tulsa, OK 74119-4402 "
2417,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00087,"TULSA, COUNTY OF",OK,Tulsa,OK-01,U.S. Government Entity,980000,"5051 S 129th East Ave  Tulsa, OK 74134-7004 "
2418,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00136,"Health Care Coalition Of Southern Oregon, Inc.",OR,Jackson,OR-02,"Corporate Entity, Federal Tax Exempt",1144121,"140 S Holly St  Medford, OR 97501-3113 "
2419,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39710,"HUMAN SERVICES, OREGON DEPARTMENT OF",OR,Marion,OR-05,U.S. Government Entity,8386057,"500 Summer St NE # E32  Salem, OR 97301-1063 "
2420,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC00057,"HUMAN SERVICES, OREGON DEPARTMENT OF",OR,Marion,OR-05,U.S. Government Entity,245000,"500 Summer St NE # E32  Salem, OR 97301-1063 "
2421,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06700,"HUMAN SERVICES, OREGON DEPARTMENT OF",OR,Marion,OR-05,U.S. Government Entity,130000,"500 Summer St NE # E32  Salem, OR 97301-1063 "
2422,Maternal and Child Health,Maternal and Child Health Services,2020,B04,B04MC33862,"HUMAN SERVICES, OREGON DEPARTMENT OF",OR,Marion,OR-05,U.S. Government Entity,6091610,"500 Summer St NE # E32  Salem, OR 97301-1063 "
2423,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC00041,"HUMAN SERVICES, OREGON DEPARTMENT OF",OR,Marion,OR-05,U.S. Government Entity,100000,"500 Summer St NE # E32  Salem, OR 97301-1063 "
2424,Maternal and Child Health,EMSC Targeted Issue Grants,2020,H34,H34MC33243,Oregon Health & Science University,OR,Multnomah,OR-03,U.S. Government Entity,324525,"3181 SW Sam Jackson Park Rd  Portland, OR 97239-3011 "
2425,Maternal and Child Health,Hemophilia Treatment Centers (SPRANS),2020,H30,H30MC24049,Oregon Health & Science University,OR,Multnomah,OR-03,U.S. Government Entity,500000,"3181 SW Sam Jackson Park Rd  Portland, OR 97239-3011 "
2426,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC21658,Oregon Health & Science University,OR,Multnomah,OR-03,U.S. Government Entity,96750,"3181 SW Sam Jackson Park Rd  Portland, OR 97239-3011 "
2427,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2020,T73,T73MC00034,Oregon Health & Science University,OR,Multnomah,OR-03,U.S. Government Entity,879973,"3181 SW Sam Jackson Park Rd  Portland, OR 97239-3011 "
2428,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC00141,"MULTNOMAH, COUNTY OF",OR,Multnomah,OR-03,U.S. Government Entity,980000,"501 SE Hawthorne Blvd Ste 531  Portland, OR 97214-3587 "
2429,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC04495,Healthy Start Inc,PA,Allegheny,PA-18,"Corporate Entity, Federal Tax Exempt",1144121,"400 N Lexington St Ste LL106  Pittsburgh, PA 15208-2566 "
2430,Maternal and Child Health,Family Professional Partnership/CSHCN,2020,H84,H84MC07998,Parent Education And Advocacy Leadership Center,PA,Allegheny,PA-18,"Corporate Entity, Federal Tax Exempt",96750,"2325 E Carson St  Pittsburgh, PA 15203-2180 "
2431,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2020,T73,T73MC00036,"University of Pittsburgh, The",PA,Allegheny,PA-18,"Corporate Entity, Federal Tax Exempt",699000,"4200 5th Ave  Pittsburgh, PA 15260-0001 "
2432,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2020,H49,H49MC12904,"Hamilton Health Center, Inc.",PA,Dauphin,PA-10,"Corporate Entity, Federal Tax Exempt",1144121,"110 S 17th St  Harrisburg, PA 17104-1123 "
2433,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2020,X10,X10MC39711,"Human Services, Pennsylvania Department Of",PA,Dauphin,PA-10,U.S. Government Entity,11568631,"625 Forster St  Harrisburg, PA 17120-0701 "
2434,Maternal and Child Health,EMSC Partnership Grants,2020,H33,H33MC06717,"Health, Pennsylvania Department Of",PA,Dauphin,PA-10,U.S. Government Entity,130000,"625 Forster St  Harrisburg, PA 17120-0701 "
2435,Maternal and Child Health,MCHB State Systems Development Initiative,2020,H18,H18MC07833,"Health, Pennsylvania Department Of",PA,Dauphin,PA-10,U.S. Government Entity,100000,"625 Forster St  Harrisburg, PA 17120-0701 "
2436,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2020,H61,H61MC24882,"Health, Pennsylvania Department Of",PA,Dauphin,PA-10,U.S. Government Entity,229814,"625 Forster St  Harrisburg, PA 17120-0701 "
