Award_Year,Grantee_Name,Grantee_Address,Grantee_City,Grantee_State_Abbreviation,Grantee_ZIP_Code,Grant_Activity_Code,Grant_Number,Grant_Serial_Number,Project_Period_Start_Date,Grant_Project_Period_End_Date,HRSA_Program_Area_Code,HRSA_Program_Area_Name,Grant_Program_Name,US_Congressional_Representative_Name,Complete_County_Name,Name_of_US_Senator_Number_One,Name_of_US_Senator_Number_Two,Data_Warehouse_Record_Create_Date,Grantee_Type_Description,DUNS_Number,Geocoding_Artifact_Address_Primary_X_Coordinate,Geocoding_Artifact_Address_Primary_Y_Coordinate
2023,KANSAS DEPARTMENT OF HEALTH & ENVIRONMENT,1000 SW Jackson St STE 570,Topeka,KS,66612-1371,A30,A30MC49988,49988,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Jake LaTurner,Shawnee County,Jerry Moran,Roger Marshall,2024/11/04,U.S. Government Entity,175941483.0,-95.67752943,39.04561281
2023,University of Florida,1523 Union Rd RM 207,Gainesville,FL,32611-1941,UM2,UM2MC45791,45791,2022/08/01,2027/07/31,MCHB,Maternal and Child Health,Enhancing Systems of Care for Children with Medical Complexity (UM2),Kat Cammack,Alachua County,Marco Rubio,Rick Scott,2024/11/04,U.S. Government Entity,969663814.0,-82.34208903,29.64973249
2023,HEALTH SERVICES KENTUCKY CABINET FOR,275 E Main St,Frankfort,KY,40601-2321,H18,H18MC00020,20,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),James Comer,Franklin County,Mitch McConnell,Rand Paul,2024/11/04,U.S. Government Entity,927049767.0,-84.86175845,38.19821996
2023,DEPARTMENT OF PUBLIC HEALTH AND SOCIAL SERVICES,123 Chalan Kareta,Mangilao,GU,96913,X10,X10MC50296,50296,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",James C. Moylan,Guam,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,855028700.0,144.79621177,13.43937243
2023,University of Texas at Austin,110 Inner Campus Dr,Austin,TX,78712-1139,U07,U07MC37471,37471,2020/07/01,2025/06/30,MCHB,Maternal and Child Health,National Emergency Medical Services for Children (EMSC) Resource Centers Demonstration CA (U07),Lloyd Doggett,Travis County,John Cornyn,Ted Cruz,2024/11/04,Other,170230239.0,-97.73935406,30.28660982
2023,THE JOHNS HOPKINS UNIVERSITY,3400 N Charles St,Baltimore,MD,21218-2608,U59,U59MC27866,27866,2014/07/01,2028/04/30,MCHB,Maternal and Child Health,National Maternal and Child Health Data Resource Center (U59),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",1910777.0,-76.61805999,39.33037802
2023,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,235 S Grand Ave,Lansing,MI,48933-1805,U7E,U7EMC42161,42161,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Elissa Slotkin,Ingham County,Debbie Stabenow,Gary C. Peters,2024/11/04,U.S. Government Entity,113704139.0,-84.55065749,42.73136685
2023,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S,Birmingham,AL,35233-2031,T72,T72MC00001,1,1990/07/01,2025/06/30,MCHB,Maternal and Child Health,Pediatric Pulmonary Centers (T72),Terri A. Sewell,Jefferson County,Tommy Tuberville,Katie Boyd Britt,2024/11/04,Other,63690705.0,-86.79955706,33.50553288
2023,"ZERO TO THREE NATIONAL CENTER FOR INFANTS, TODDLERS & FAMILIES",2445 M St NW STE 600,Washington,DC,20037-1676,U2D,U2DMC32394,32394,2018/09/30,2027/09/29,MCHB,Maternal and Child Health,Infant-Toddler Court Program (U2D),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",969410315.0,-77.05267747,38.90557702
2023,RAISING SPECIAL KIDS,5025 East Washington Street,Phoenix,AZ,85034,H84,H84MC07942,7942,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Greg Stanton,Maricopa County,Kyrsten Sinema,Mark Kelly,2024/11/04,"Corporate Entity, Federal Tax Exempt",932020290.0,-111.97334077,33.44665563
2023,UNIVERSITY OF MIAMI,1320 S Dixie Hwy STE 1200,Coral Gables,FL,33146-2926,D1J,D1JMC42464,42464,2021/09/01,2026/08/31,MCHB,Maternal and Child Health,Sickle Cell Disease Newborn Screening Follow-up Program (D1J),Maria Elvira Salazar,Miami-Dade County,Marco Rubio,Rick Scott,2024/11/04,"Corporate Entity, Federal Tax Exempt",52780918.0,-80.27766509,25.7137698
2023,"University Of California, Los Angeles",10889 Wilshire Blvd,Los Angeles,CA,90024-4201,UT3,UT3MC39436,39436,2020/09/01,2025/08/31,MCHB,Maternal and Child Health,Autism Intervention Research Network on Behavioral Health (UT3),Brad Sherman,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,92530369.0,-118.44353853,34.05886011
2023,"Health And Human Services, Maine Department Of",11 State House Sta,Augusta,ME,04333-0011,X10,X10MC50305,50305,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Jared F. Golden,Kennebec County,Susan M. Collins,"Angus S., Jr. King",2024/11/04,U.S. Government Entity,809045594.0,-69.77493145,44.32007202
2023,MAINE PARENT FEDERATION INC,484 Maine Ave,Farmingdale,ME,04344,H84,H84MC00003,3,2002/03/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Jared F. Golden,Kennebec County,Susan M. Collins,"Angus S., Jr. King",2024/11/04,"Corporate Entity, Federal Tax Exempt",948003306.0,-69.77312808,44.25416533
2023,"KENNEDY KRIEGER CHILDREN'S HOSPTIAL, INC.",707 N Broadway,Baltimore,MD,21205-1832,T73,T73MC17245,17245,2009/07/03,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",64872518.0,-76.59412064,39.29866733
2023,VANDERBILT UNIVERSITY MEDICAL CENTER,"1161 21st Ave S, #D3300",Nashville,TN,37232-0011,T73,T73MC30767,30767,2016/04/30,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,"Corporate Entity, Federal Tax Exempt",79917897.0,-86.79977281,36.14467962
2023,"Mental Health, Missouri Department Of",1706 E Elm St,Jefferson City,MO,65101-4130,U4C,U4CMC32326,32326,2018/09/30,2026/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),Blaine Luetkemeyer,Cole County,Josh Hawley,Eric Schmitt,2024/11/04,U.S. Government Entity,780871430.0,-92.15273748,38.55485003
2023,CHILDKIND INC,1990 Lakeside Pkwy STE 350,Tucker,GA,30084-5911,UM2,UM2MC45790,45790,2022/08/01,2027/07/31,MCHB,Maternal and Child Health,Enhancing Systems of Care for Children with Medical Complexity (UM2),"Henry C. “Hank” Johnson, Jr.",DeKalb County,Jon Ossoff,Raphael G. Warnock,2024/11/04,"Corporate Entity, Federal Tax Exempt",938395639.0,-84.24085145,33.83988553
2023,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 W Markham St,Little Rock,AR,72205-7199,U9H,U9HMC46906,46906,2022/09/30,2026/09/29,MCHB,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),J. French Hill,Pulaski County,John Boozman,Tom Cotton,2024/11/04,"Corporate Entity, Federal Tax Exempt",122452563.0,-92.32001059,34.75151888
2023,COMMONWEALTH HEALTHCARE CORPORATION,1178 HINEMLU' ST GARAPAN,San Jose,MP,96950,H18,H18MC30112,30112,1997/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Gregorio Kilili Camacho Sablan,Saipan Municipality,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854858560.0,145.7104759,15.170166
2023,"DISTRICT OF COLUMBIA, GOVERNMENT OF",2201 Shannon Pl SE,Washington,DC,20020-5739,U4A,U4AMC44236,44236,2021/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,106731248.0,-76.99083436,38.86506971
2023,ELEMENTARY & SECONDARY EDUCATION MISSOURI DEPARTMENT OF,205 Jefferson St,Jefferson City,MO,65101-2901,U7E,U7EMC45465,45465,2021/09/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Blaine Luetkemeyer,Cole County,Josh Hawley,Eric Schmitt,2024/11/04,U.S. Government Entity,93746923.0,-92.17148201,38.57777135
2023,"ORLANDO HEALTH, INC","1414 Kuhl Ave, #MP2",Orlando,FL,32806-2008,H17,H17MC48967,48967,2023/03/01,2028/02/29,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Maxwell Frost,Orange County,Marco Rubio,Rick Scott,2024/11/04,"Corporate Entity, Federal Tax Exempt",82406638.0,-81.37816296,28.52546484
2023,UNIVERSITY OF WISCONSIN SYSTEM,21 N Park St STE 6301,Madison,WI,53715-1218,H4N,H4NMC49277,49277,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Mark Pocan,Dane County,Ron Johnson,Tammy Baldwin,2024/11/04,U.S. Government Entity,161202122.0,-89.40085255,43.06819698
2023,Denver Health and Hospital Authority,777 Bannock St,Denver,CO,80204-4507,UK7,UK7MC33230,33230,2019/09/01,2025/08/31,MCHB,Maternal and Child Health,Networks for Oral Health Integration within the Maternal and Child Health Safety Net (UK7),Diana DeGette,Denver County,Michael F. Bennet,John W. Hickenlooper,2024/11/04,U.S. Government Entity,93564180.0,-104.99029308,39.7280053
2023,"HEALTH, NEW JERSEY DEPARTMENT OF",55 N Willow St,Trenton,NJ,08608-1203,X10,X10MC50316,50316,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Bonnie Watson Coleman,Mercer County,Robert Menendez,George S. Helmy,2024/11/04,U.S. Government Entity,806418075.0,-74.76821842,40.2217416
2023,TENNESSEE DEPARTMENT OF HEALTH,710 James Robertson Pkwy,Nashville,TN,37243-1219,U4A,U4AMC44252,44252,2021/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,U.S. Government Entity,172636268.0,-86.78694632,36.16756117
2023,FAMILY SERVICES DEPT,2300 Capitol Ave,Cheyenne,WY,82001-3672,X10,X10MC50339,50339,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Harriet M. Hageman,Laramie County,John Barrasso,Cynthia M. Lummis,2024/11/04,U.S. Government Entity,809915754.0,-104.81942421,41.13899631
2023,THE REGENTS OF THE UNIVERSITY OF COLORADO,13001 E 17th Pl STE F428,Aurora,CO,80045-2571,T73,T73MC11044,11044,2008/09/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Jason Crow,Adams County,Michael F. Bennet,John W. Hickenlooper,2024/11/04,U.S. Government Entity,41096314.0,-104.83760447,39.74509834
2023,STATE OF NEW MEXICO FINANCE AND ADMINISTRATION,1120 Paseo de Peralta,Santa Fe,NM,87501-2747,X10,X10MC50317,50317,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Teresa Leger Fernandez,Santa Fe County,Martin Heinrich,Ben Ray Luján,2024/11/04,U.S. Government Entity,117510323.0,-105.9363408,35.68142679
2023,"University Of California, Los Angeles",10889 Wilshire Blvd,Los Angeles,CA,90024-4201,UT2,UT2MC39440,39440,2020/09/01,2025/08/31,MCHB,Maternal and Child Health,Autism Intervention Research Network on Physical Health (UT2),Brad Sherman,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,92530369.0,-118.44353853,34.05886011
2023,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,200 Piedmont Ave SE,Atlanta,GA,30334-9032,X10,X10MC50295,50295,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Nikema Williams,Fulton County,Jon Ossoff,Raphael G. Warnock,2024/11/04,U.S. Government Entity,968217559.0,-84.38662951,33.75020013
2023,DEPARTMENT OF STATE HEALTH SERVICES,1100 W 49th St,Austin,TX,78756-3126,H4N,H4NMC49270,49270,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Lloyd Doggett,Travis County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,807391511.0,-97.73623926,30.31854902
2023,CHICKASAW NATION,520 Arlington St,Ada,OK,74820-2204,U9H,U9HMC49200,49200,2023/09/30,2027/09/29,MCHB,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),Tom Cole,Pontotoc County,James Lankford,Markwayne Mullin,2024/11/04,Other,70848361.0,-96.67214333,34.78177551
2023,EMORY UNIVERSITY,201 Dowman Dr NE,Atlanta,GA,30322-1007,R42,R42MC50214,50214,2023/07/01,2025/06/30,MCHB,Maternal and Child Health,R42 MCH Secondary Data Analysis Research (R42),Nikema Williams,DeKalb County,Jon Ossoff,Raphael G. Warnock,2024/11/04,"Corporate Entity, Federal Tax Exempt",66469933.0,-84.3257608,33.78995181
2023,"HEALTH RESEARCH, INC.",150 Broadway STE 280,Menands,NY,12204-2732,H18,H18MC00036,36,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Paul Tonko,Albany County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",2436061.0,-73.729292,42.68724472
2023,RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,700 Childrens Dr,Columbus,OH,43205-2664,H33,H33MC48997,48997,2023/04/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Joyce Beatty,Franklin County,Sherrod Brown,J. D. Vance,2024/11/04,"Corporate Entity, Federal Tax Exempt",147212963.0,-82.98109189,39.952451
2023,"PUBLIC SAFETY, MAINE DEPARTMENT OF",45 Commerce Dr STE 1,Augusta,ME,04330-7889,H33,H33MC31622,31622,2018/04/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Jared F. Golden,Kennebec County,Susan M. Collins,"Angus S., Jr. King",2024/11/04,U.S. Government Entity,809045958.0,-69.80069415,44.36649808
2023,HUMAN SERVICES VERMONT AGENCY OF,280 State Dr,Waterbury,VT,05671-9501,H18,H18MC00051,51,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Becca Balint,Washington County,Bernard Sanders,Peter Welch,2024/11/04,U.S. Government Entity,809376155.0,-72.75442863,44.33090915
2023,ARKANSAS DEPARTMENT OF HEALTH,4815 W Markham St,Little Rock,AR,72205-3866,H33,H33MC11303,11303,2009/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),J. French Hill,Pulaski County,John Boozman,Tom Cotton,2024/11/04,U.S. Government Entity,809873185.0,-92.32638117,34.75053652
2023,ACOG FOUNDATION,409 12th St SW,Washington,DC,20024,UH0,UH0MC29440,29440,2016/03/01,2026/02/28,MCHB,Maternal and Child Health,Bright Futures for Women’s Health: Standard Practice Guidelines for Well Woman Care (UH0),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",76890524.0,-77.0284738,38.88415522
2023,"SOUTHERN ILLINOIS HEALTHCARE FOUNDATION, INC.",2041 Goose Lake Rd,Sauget,IL,62206-2822,H49,H49MC00049,49,2001/07/01,2029/03/31,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Nikki Budzinski,St. Clair County,Richard J. Durbin,Tammy Duckworth,2024/11/04,"Corporate Entity, Federal Tax Exempt",121756282.0,-90.13407068,38.5635279
2023,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE","1855 Folsom St, Ste 425",San Francisco,CA,94103-4249,U8D,U8DMC45901,45901,2022/09/01,2027/08/31,MCHB,Maternal and Child Health,MCH Adolescent and Young Adult Health Research Network (U8D),Nancy Pelosi,San Francisco County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,94878337.0,-122.4154683,37.76727455
2023,PREVENT CHILD ABUSE ND,418 E Broadway Ave STE 250,Bismarck,ND,58501-4061,X10,X10MC50320,50320,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Kelly Armstrong,Burleigh County,John Hoeven,Kevin Cramer,2024/11/04,Other,958868630.0,-100.78506175,46.80670182
2023,DEPARTMENT OF HEALTH WYOMING,2300 Capitol Ave,Cheyenne,WY,82001-3672,H33,H33MC07870,7870,2007/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Harriet M. Hageman,Laramie County,John Barrasso,Cynthia M. Lummis,2024/11/04,U.S. Government Entity,809915796.0,-104.81942421,41.13899631
2023,TENNESSEE DEPARTMENT OF HEALTH,710 James Robertson Pkwy,Nashville,TN,37243-1219,H18,H18MC00047,47,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,U.S. Government Entity,172636268.0,-86.78694632,36.16756117
2023,STATE OF WISCONSIN DEPT OF CHILDREN & FAMILIES,201 W Washington Ave,Madison,WI,53703-2760,X10,X10MC50338,50338,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Mark Pocan,Dane County,Ron Johnson,Tammy Baldwin,2024/11/04,U.S. Government Entity,825046159.0,-89.3863967,43.07309226
2023,"ZERO TO THREE NATIONAL CENTER FOR INFANTS, TODDLERS & FAMILIES",2445 M St NW STE 600,Washington,DC,20037-1676,UK2,UK2MC46349,46349,2022/09/30,2026/09/29,MCHB,Maternal and Child Health,Early Childhood Health Promotion System for High Need Program (UK2),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",969410315.0,-77.05267747,38.90557702
2023,MINNESOTA DEPARTMENT OF HEALTH,625 Robert St N,Saint Paul,MN,55155,U7E,U7EMC42162,42162,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Betty McCollum,Ramsey County,Amy Klobuchar,Tina Smith,2024/11/04,U.S. Government Entity,804887321.0,-93.09777602,44.95440305
2023,OREGON HEALTH AUTHORITY,500 Summer St NE # E-82,Salem,OR,97301-1064,H18,H18MC00041,41,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Andrea Salinas,Marion County,Ron Wyden,Jeff Merkley,2024/11/04,U.S. Government Entity,878144021.0,-123.02733014,44.94277379
2023,"University of Kentucky Research Foundation, The",500 S Limestone 109 Kinkead Hall,Lexington,KY,40526-0001,U7A,U7AMC50519,50519,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),Andy Barr,Fayette County,Mitch McConnell,Rand Paul,2024/11/04,"Corporate Entity, Federal Tax Exempt",939017877.0,-84.50640817,38.03943085
2023,"HEALTH, WASHINGTON STATE DEPARTMENT OF",101 Israel Rd SE,Tumwater,WA,98501-5570,H18,H18MC00054,54,1997/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Marilyn Strickland,Thurston County,Patty Murray,Maria Cantwell,2024/11/04,U.S. Government Entity,808883128.0,-122.9061346,46.98538693
2023,"UNIVERSITY OF CALIFORNIA, DAVIS","1850 Research Park Dr, Ste 300",Davis,CA,95618-6153,U03,U03MC00001,1,2001/09/30,2027/08/31,MCHB,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN) (U03),Mike Thompson,Yolo County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",47120084.0,-121.72990875,38.54375474
2023,NORCAL SERVICES FOR DEAF AND HARD OF HEARING,4044 N Freeway Blvd STE 100,Sacramento,CA,95834-1296,H61,H61MC33904,33904,2020/04/01,2029/03/31,MCHB,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),Ami Bera,Sacramento County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",113798409.0,-121.47844965,38.64330748
2023,THE HEALTH & HOSPITAL CORPORATION OF MARION COUNTY,3838 N Rural St,Indianapolis,IN,46205-2930,H49,H49MC00138,138,2001/07/01,2029/03/31,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Andre Carson,Marion County,Todd Young,Mike Braun,2024/11/04,U.S. Government Entity,52952058.0,-86.1167819,39.82654458
2023,PARENT EDUCATION & AVOC,2325 E Carson St,Pittsburgh,PA,15203-2180,H84,H84MC07998,7998,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Summer L. Lee,Allegheny County,"Robert P. Casey, Jr.",John Fetterman,2024/11/04,Other,361614196.0,-79.97180106,40.42830203
2023,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,85 S Prospect St,Burlington,VT,05405-1704,A30,A30MC50015,50015,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Becca Balint,Chittenden County,Bernard Sanders,Peter Welch,2024/11/04,"Corporate Entity, Federal Tax Exempt",66811191.0,-73.2005675,44.47827093
