Grantee Name,Grant #,HRSA Program Area,Program Name,Activity Code,Fiscal Year,Financial Assistance,County,State,DUNS #,UEI #
Young Women's Christian Association of New Britain,H17MC32704,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Hartford County,CT,092074384,RMFKCCAD8XG6
"Kids Smiles, Inc.",H17MC32709,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Philadelphia County,PA,025676839,L382U22SABC7
GEORGETOWN UNIVERSITY,H17MC33887,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$49,938.00",District of Columbia,DC,049515844,TF2CMKY1HMX9
The Rhode Island Department of Health,H17MC33893,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Providence County,RI,929922664,NERYUGQ8XNB1
"Children's Hospital Corporation, The",H17MC40188,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Suffolk County,MA,076593722,Z1L9F1MM1RY3
"Trustees Of Columbia University In The City Of New York, The",H17MC40192,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",New York County,NY,621889815,QHF5ZZ114M72
ALTAMED HEALTH SERVICES CORP,H17MC45454,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Los Angeles County,CA,083906024,D3DTJBVZRVB8
Primo Center For Women And Children,H17MC45459,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Cook County,IL,964958511,MLXAJPXFLAU8
"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",H17MC48962,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",San Diego County,CA,073333221,NQRCS8JMRQN6
MOUNTAIN STATES HEALTH ALLIANCE,H17MC48966,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),H17,2023,"$50,000.00",Washington County,TN,063189898,LJ2AY5JV5CX3
"PUBLIC HEALTH, ALABAMA DEPARTMENT OF",H18MC00001,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Montgomery County,AL,613842061,WDVJK7FUB8A6
COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,H18MC00006,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Arapahoe County,CO,878208826,Y3WEW9MQ6NH5
HAWAII DEPARTMENT OF HEALTH,H18MC00012,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Honolulu County,HI,809935679,LFVFLBD6XZB5
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",H18MC00019,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Shawnee County,KS,175941483,CGSTLVM57LM5
MARYLAND DEPARTMENT OF HEALTH,H18MC00023,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$51,407.00",Baltimore City,MD,143148679,J5L2LBJK8RB8
MISSISSIPPI STATE DEPARTMENT OF HEALTH,H18MC00027,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$63,883.00",Hinds County,MS,809399892,GHELM9ULN8A1
NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,H18MC00032,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Carson City,NV,625364849,F99FYNEGXSH9
"HEALTH RESEARCH, INC.",H18MC00036,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Albany County,NY,002436061,G9H6SUM59YC4
OKLAHOMA STATE DEPARTMENT OF HEALTH,H18MC00040,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Oklahoma County,OK,143673015,LFU8Z8MPLTG3
SOUTH CAROLINA DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,H18MC00045,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$88,745.00",Richland County,SC,808385892,JNZSNC4MUMS7
UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,H18MC00049,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Salt Lake County,UT,959347972,C172TQML5G99
"Health And Human Resources, West Virginia Department Of",H18MC00056,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$93,224.00",Kanawha County,WV,140779708,YZ2HCE5SELE6
FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,H18MC00060,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$95,672.00",Pohnpei State,FM,854812984,SPWNPA2VM2Z5
MINISTRY OF HEALTH IN THE REPU BLIC OF THE MARSHALL ISLANDS,H18MC23553,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Majuro,MH,854862633,SD96AMWETGC8
DEPARTMENT OF PUBLIC HEALTH ILLINOIS,H18MC27377,Maternal and Child Health,MCHB State Systems Development Initiative (H18),H18,2023,"$100,000.00",Sangamon County,IL,806660296,NN66PR7QMLR8
HEMOPHILIA FOUNDATION OF MICHIGAN,H30MC24047,Maternal and Child Health,Hemophilia Treatment Centers (SPRANS) (H30),H30,2023,"$500,000.00",Washtenaw County,MI,968738831,KP3RJLJGJJU5
"GREAT LAKES HEMOPHILIA FOUNDATION, INC.",H30MC24052,Maternal and Child Health,Hemophilia Treatment Centers (SPRANS) (H30),H30,2023,"$500,000.00",Milwaukee County,WI,154444020,VTFUL4N91EV3
"HEALTH SERVICES, WISCONSIN DEPARTMENT OF",H33MC06681,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Dane County,WI,036448835,CG2SZ7HCNV54
STATE OF ALASKA DEPARTMENT OF HEALTH,H33MC06688,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Juneau Borough,AK,809386543,LNQNF7PKBV13
UNIVERSITY OF SOUTH DAKOTA,H33MC06693,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Clay County,SD,929930808,U9EDNSCHTBE7
AMERICAN SAMOA GOVERNMENT,H33MC06697,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$23,217.00",Western District,AS,854990462,FMP7ZJT875M5
"PUBLIC HEALTH, ALABAMA DEPARTMENT OF",H33MC06713,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Montgomery County,AL,613842061,WDVJK7FUB8A6
SOUTH CAROLINA DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,H33MC06719,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Richland County,SC,808385892,JNZSNC4MUMS7
"HEALTH RESEARCH, INC.",H33MC06724,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Albany County,NY,002436061,G9H6SUM59YC4
HUMAN SERVICES VERMONT AGENCY OF,H33MC06729,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,$1.00,Washington County,VT,809376155,YLQARK22FMQ1
VA STATE BOARD OF HEALTH,H33MC07871,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Richmond City,VA,809740459,WD63KVNZEFK8
The Rhode Island Department of Health,H33MC07875,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$139,170.00",Providence County,RI,929922664,NERYUGQ8XNB1
TRUSTEES OF INDIANA UNIVERSITY,H33MC11304,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Marion County,IN,603007902,SHHBRBAPSM35
"Yale New Haven Hospital, Inc.",H33MC29430,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",New Haven County,CT,075406561,V7NWMFZ7CRE3
"PUBLIC SAFETY, MAINE DEPARTMENT OF",H33MC31622,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Kennebec County,ME,809045958,XDJMJL19GHU3
KENTUCKY BOARD OF EMERGENCY MEDICAL SERVICES,H33MC48959,Maternal and Child Health,EMSC Partnership Grants (H33),H33,2023,"$190,650.00",Franklin County,KY,145792748,H38QT5AFZGL3
"HEALTH, LOUISIANA DEPARTMENT OF",H34MC33242,Maternal and Child Health,EMSC Targeted Issue Grants (H34),H34,2023,"$100,000.00",Orleans Parish,LA,014740455,L2GPNJZBM283
CITY OF COLUMBUS,H49MC00028,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Franklin County,OH,932901762,FAMWPY11Z6K8
VISITING NURSE SERVICES OF IOWA,H49MC00052,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Polk County,IA,,FFEFL5L8KKZ3
GREAT PLAINS TRIBAL LEADERS HEALTH BOARD,H49MC00069,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Pennington County,SD,835571753,DT3GJW3JNMN5
STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,H49MC00088,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Wake County,NC,809785363,DKT3LLBWFVL3
City of New Orleans,H49MC00099,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Orleans Parish,LA,166691076,J9F2VEL6BRV4
"CENTER FOR BLACK WOMEN'S WELLNESS INC, THE",H49MC00119,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Fulton County,GA,860108620,L9UNSKC1E3Q3
BOSTON PUBLIC HEALTH COMMISSION,H49MC00128,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,120.00",Suffolk County,MA,949627343,EHHGWYELR4R3
CITY OF PHILADELPHIA,H49MC00135,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Philadelphia County,PA,621122852,MWF6CG5PKNR5
So NJ Perinatal Cooperative Inc,H49MC00142,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Camden County,NJ,167853118,Q818KE9NSLJ8
DALLAS COUNTY HOSPITAL DISTRICT,H49MC00157,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,111,792.00",Dallas County,TX,049046527,FYV7SX8CN3E1
NURTURE KC,H49MC01449,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Jackson County,MO,139240555,DMAFDNN9RDH8
"MISSOURI BOOTHEEL REGIONAL CONSORTIUM, INCORPORATED",H49MC05054,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",New Madrid County,MO,171841542,JAGDP8BMNVL5
BALTIMORE HEALTHY START INC.,H49MC07929,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Baltimore City,MD,618510010,KRMFHP9MCKF8
HAMILTON HEALTH CENTER INC,H49MC12904,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Dauphin County,PA,071202485,PNLNCXKS1CH6
"JOHNS HOPKINS ALL CHILDREN'S HOSPITAL, INC.",H49MC27805,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$744,999.00",Pinellas County,FL,069665925,KPJ4R2MVLRA6
"CRESCENT CITY FAMILY SERVICES, INC.",H49MC27809,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Jefferson Parish,LA,831850271,NUXAKLW6ANN8
BCFS HEALTH AND HUMAN SERVICES,H49MC27813,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Bexar County,TX,069459576,MA2ZMFR58156
"Delta Health Alliance, Inc.",H49MC27819,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,158,906.00",Washington County,MS,148085868,TCEDH41KB163
"LUCAS, COUNTY OF",H49MC27825,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Lucas County,OH,103033317,W5AVSKME1S34
"CENTERSTONE OF TENNESSEE, INC.",H49MC27830,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,101,269.00",Davidson County,TN,022838358,P726GN5DWRK7
Albert Einstein Healthcare Network,H49MC28142,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,058.00",Philadelphia County,PA,148406911,EG5WUCPVAJT9
Pee Dee Healthy Start Inc,H49MC32720,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Florence County,SC,833339120,NBA3X4BLXYX6
CENTERSTONE OF INDIANA INC,H49MC32724,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,035,463.00",Bartholomew County,IN,070710942,U212NL517KE3
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,H49MC32729,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,116.00",Pulaski County,AR,122452563,VDFYLZPJEAV6
STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,H49MC32733,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,129,121.00",Fulton County,GA,968217559,GUT1BFELPFJ1
"GLOBAL COMMUNITIES, INC.",H49MC45696,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,159,121.00",Montgomery County,MD,048855415,ED1ZKHMLK527
"MARICOPA, COUNTY OF",H49MC52117,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,100,000.00",Maricopa County,AZ,602062515,LM85MG1513K5
PRISMA HEALTH-MIDLANDS,H49MC52121,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49,2023,"$1,100,000.00",Richland County,SC,009035853,KQ3QX9AHQY76
"Indiana University Health, Inc.",H4BHS15470,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$483,906.00",Marion County,IN,965248321,SN26MRT2DNJ5
NEW YORK CITY HEALTH & HOSPITALS CORP,H4BHS15477,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$911,209.00",New York County,NY,064961261,M3QSBBNAVY59
Banner Poison Control Center,H4BHS15489,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$295,867.00",Maricopa County,AZ,043208482,CJ4AB5GUDBP9
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,H4BHS15501,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$211,201.00",Hinds County,MS,928824473,X59NJBFL8BJ3
OHIO DEPARTMENT OF HEALTH,H61MC00029,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$235,000.00",Franklin County,OH,808847933,CLN8VY9APLQ5
"HEALTH, HAWAII DEPARTMENT OF",H61MC00038,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$235,000.00",Honolulu County,HI,610006140,M4GFTLS2PD13
VA STATE BOARD OF HEALTH,H61MC00046,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$235,000.00",Richmond City,VA,809740459,WD63KVNZEFK8
MISSISSIPPI STATE DEPARTMENT OF HEALTH,H61MC00052,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$77,873.00",Hinds County,MS,809399892,GHELM9ULN8A1
"HUMAN SERVICES, OREGON DEPARTMENT OF",H61MC00057,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$310,000.00",Marion County,OR,878144021,HFJRBHKCBPR5
MISSOURI DEPARTMENT OF HEALTH & SENIOR SERVICES,H61MC00071,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$212,130.00",Cole County,MO,878092600,UETLXV8NG8F4
"HEALTH, WASHINGTON STATE DEPARTMENT OF",H61MC00084,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$310,000.00",Thurston County,WA,808883128,C16SP2HBR123
PALAU MINISTRY OF HEALTH,H61MC05788,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$169,464.00",Koror State,PW,854813003,XBK8DJ4UV3D3
Executive Office Of The Governor Of Delaware,H61MC23639,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$235,000.00",Kent County,DE,103989187,GKQPH6J32LN7
"Health And Human Resources, West Virginia Department Of",H61MC23643,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$220,219.00",Kanawha County,WV,140779708,YZ2HCE5SELE6
NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,H61MC25010,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$235,000.00",Carson City,NV,625364849,F99FYNEGXSH9
EAR FOUNDATION OF ARIZONA,H61MC30765,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$310,000.00",Maricopa County,AZ,791565455,K9C5HA8K6EU2
DEPARTMENT OF HUMAN SERVICES COLORADO,H61MC33905,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),H61,2023,"$310,000.00",Denver County,CO,878147602,WQ33FA1ZHJQ8
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,H6MMC33233,Maternal and Child Health,State Implementation Grants for Improving Services for Children and Youth with ASD (H6M),H6M,2023,"$360,000.00",Charlottesville City,VA,065391526,JJG6HU8PA4S5
"UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE, INC.",H4BHS15505,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$212,761.00",Wyandotte County,KS,016060860,YXJGGNC5J269
"UNIVERSITY OF MARYLAND, BALTIMORE",H4BHS15526,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$289,677.00",Baltimore City,MD,188435911,Z9CRZKD42ZT1
"NEBRASKA MEDICAL CENTER, THE",H4BHS15530,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$347,409.00",Douglas County,NE,043531607,HJZYA2D8J191
UNIVERSITY OF MIAMI,H4BHS15551,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$470,007.00",Miami-Dade County,FL,052780918,F8THLJQSAF93
EL PASO COUNTY HOSPITAL DISTRICT,H4BHS15561,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$99,461.00",El Paso County,TX,075089953,QPVTGH1TLF49
MCHC-Chicago Hospital Council,H4BHS15565,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$913,238.00",DuPage County,IL,136154692,VQGWWHBXBJ14
"Charlotte-Mecklenburg Hospital Authority, The",H4BHS15603,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$713,348.00",Mecklenburg County,NC,074524513,LCSFK2KRP5A4
UPMC PRESBYTERIAN SHADYSIDE,H4BHS27389,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$362,750.00",Allegheny County,PA,074976044,NE6NBM68AWM5
MaineHealth,H4BHS33908,Maternal and Child Health,Poison Control Stabilization and Enhancement Program (H4B),H4B,2023,"$259,422.00",Cumberland County,ME,071732663,MAYKB1LWD5U9
COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,H4NMC49253,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),H4N,2023,"$345,000.00",Arapahoe County,CO,878208826,Y3WEW9MQ6NH5
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",H4NMC49257,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),H4N,2023,"$326,554.00",Shawnee County,KS,175941483,CGSTLVM57LM5
"HEALTH, NEW MEXICO DEPARTMENT OF",H4NMC49261,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),H4N,2023,"$344,685.00",Santa Fe County,NM,782914170,HG44Y3KS4JP6
NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,H4NMC49265,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),H4N,2023,"$344,000.00",Lancaster County,NE,808819957,HKQDEXRXGKL1
SOUTH CAROLINA DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,H4NMC49269,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),H4N,2023,"$345,000.00",Richland County,SC,808385892,JNZSNC4MUMS7
